codigo,pib_0,pib_1,pib_2,pib_3,pib_4,pib_5,pib_6,pib_7,pib_8,pib_9,pib_10,pib_11,pib_12,pib_13,pib_14,pib_15,pib_16
2511103,75548.306,68330.014,62330.602,55617.086,51184.051,48319.481,42528.239,30390.409,26709.15,23199.679,20597.618,16411.188,14391.331,13121.451,13441.622,10252.059,8380.552
2511202,446386.692,400926.908,444201.294,375678.81,328581.472,332088.019,291087.435,279364.905,211869.351,194191.091,216809.543,187586.476,179585.838,217740.133,129836.362,141742.104,111046.453
2511301,168156.026,163366.121,153791.401,128812.977,105024.691,93946.238,88579.709,74422.113,65407.123,56773.096,49991.933,40323.431,37495.773,35922.931,30959.393,26828.442,25039.546
2511400,163788.121,156286.479,145164.9,127534.726,114694.362,98896.233,91320.374,78123.798,70165.872,62718.065,57495.872,45848.805,40822.453,38535.283,34214.759,30336.015,29523.796
2511509,85929.973,78965.317,73603.241,67576.498,59565.544,54919.325,45587.352,48697.398,43876.684,38428.571,35835.709,27966.38,27185.168,24472.372,21731.824,24635.448,16491.821
2511608,60248.89,57738.022,51741.747,49226.42,44259.659,43217.525,40436.892,31478.724,29898.187,25540.714,24182.341,23150.504,18280.447,18214.359,16622.774,15044.377,19306.744
2511707,43169.561,40508.575,34340.25,34493.141,29699.505,26031.642,26876.971,21442.361,19237.166,17114.032,15564.544,14227.024,12506.929,11780.649,10330.927,9658.57,8149.903
2511806,80015.59,73251.205,67802.901,60570.016,55129.628,47957.183,44861.685,40229.231,36473.878,32266.065,29436.946,24912.787,22029.158,20448.249,18416.679,17550.983,13983.652
2511905,275183.875,187434.555,137223.501,128121.764,111907.872,101252.848,86451.332,88190.391,82816.815,70409.205,69664.782,59729.306,56636.569,52821.138,44224.452,38246.612,33994.523
2512002,222671.166,208228.206,183570.079,180139.158,154306.706,139055.498,114910.607,68812.031,59570.84,50066.637,42791.505,36789.72,31746.64,30202.584,25766.128,23174.032,23714.035
2512036,29565.78,27095.29,25407.914,23264.16,20115.785,18068.464,16543.368,14071.581,12422.952,10368.661,10105.907,8789.541,7216.846,6522.28,5802.047,4584.925,3937.472
2512077,37707.763,36158.394,32459.415,28219.882,26336.562,25679.113,20655.699,17605.79,14781.075,11691.385,9755.338,8151.225,7615.602,6601.131,5606.971,4794.86,4335.788
2512101,367261.39,342079.453,308301.773,267532.019,240838.281,214152.567,202177.226,158672.453,139550.758,124861.506,109481.899,91930.568,84833.649,78831.682,68716.263,61679.284,54200.297
2512200,43745.024,41608.233,33431.857,32148.722,28098.171,28049.029,24434.86,18089.134,17169.158,14828.506,13638.546,10536.547,9336.959,8448.355,7222.438,6485.105,5645.585
2512309,209873.8,182922.514,173396.336,152355.21,130125.693,115139.161,97350.108,85003.888,75988.31,64875.454,61825.733,50904.207,46714.328,43162.641,36713.981,33455.304,28002.616
2512408,89980.753,89526.283,82783.044,76426.935,62774.071,59749.823,60109.102,59967.313,54909.733,41185.724,37764.087,32433.888,32129.052,26889.551,25646.929,20745.062,18949.399
2512507,439351.656,411066.627,388276.888,363122.957,304290.689,251456.26,223697.45,195028.688,178319.482,151446.833,139462.119,118517.312,106122.797,90136.107,74913.157,60759.511,53387.099
2512606,19484.875,18137.559,16100.188,14162.102,12602.872,11532.217,9675.179,8285.934,7792.839,6600.528,5046.243,4517.229,3729.401,3378.581,3086.159,3114.484,2464.936
2512705,150599.162,151754.384,138197.902,127084.737,108627.045,99452.024,89272.704,69703.621,59940.952,52450.654,45134.003,38069.503,36165.737,32762.514,27454.178,25195.723,25801.012
2512721,46433.091,42545.784,39083.347,36742.493,31362.601,30837.026,28273.247,23441.082,20656.653,17851.235,15948.442,13961.329,11480.045,10322.42,8493.028,7580.047,6660.107
2512747,28798.15,26466.418,24178.759,21738.407,19400.266,17099.805,15786.045,14466.449,13901.508,11865.992,9658.013,8337.063,7383.915,6545.006,5347.11,5646.116,4157.826
2512754,39030.26,36941.442,33471.413,29349.338,25330.779,23043.601,21173.844,17882.371,15647.628,13771.942,12855.832,11125.782,10468.865,11420.498,8001.231,7609.014,6652.081
2512762,40791.034,38283.976,34040.575,30350.333,25672.726,22969.691,20925.993,20767.785,19372.156,15958.078,15820.525,13067.275,12281.819,11394.092,9178.651,8713.307,7167.444
2512788,20148.016,18912.324,18129.778,15608.768,13331.729,12079.307,11057.767,9623.216,9228.272,7505.999,7822.722,5614.622,5375.199,4670.215,4146.887,3875.353,3269.979
2512804,67270.765,62067.384,57771.465,48987.315,43171.065,40340.08,35865.263,29335.925,26047.701,22329.711,18165.461,14728.098,13754.885,13096.382,14821.102,9976.908,9820.844
2512903,259663.763,227968.622,225626.555,191865.363,175004.197,163202.11,145582.962,135808.108,121746.934,108557.758,103320.712,85171.651,74707.637,67699.906,68407.136,68467.148,45135.999
2513000,25166.124,23677.083,21921.307,20237.526,16981.82,15760.938,14435.171,12693.803,11336.198,9426.389,8354.213,7328.486,6027.184,5328.849,5093.84,4529.804,4466.613
2513109,118207.488,97669.88,77716.816,72091.153,62622.522,55508.997,46565.313,45179.367,42780.58,36559.426,32066.682,27799.523,25952.503,23875.052,20545.042,19053.007,16660.623
2513158,48972.657,45519.17,46847.766,39794.407,35116.027,32565.867,28894.554,28579.102,26972.817,20873.1,19601.858,17717.785,16057.504,14766.017,12627.042,11497.781,9404.781
2513208,50238.728,45715.768,42642.757,38448.649,38249.047,35217.092,33674.027,25716.738,22440.801,18390.746,16220.172,14528.213,13452.424,12043.098,10623.904,9042.689,8382.949
2513307,47235.351,43119.626,38491.045,35602.145,32352.543,29513.942,26380.09,25032.932,21688.624,18619.857,17424.557,14774.079,13503.696,12205.432,11515.291,9904.307,8728.689
2513356,26958.077,25529.729,24077.888,21613.277,18571.711,18425.082,15383.788,14068.122,15263.228,10726.314,10921.873,8638.993,7797.092,8235.648,6692.216,6573.88,4901.773
2513406,172010.533,165722.138,148546.91,128866.356,113323.27,97181.263,93713.498,69127.2,61790.431,53746.916,44319.022,39612.29,34509.806,31537.167,29754.752,23726.996,19825.351
2513505,37250.908,37265.469,35852.463,32095.491,27766.209,28557.704,24320.653,22419.603,21834.095,16053.342,15836.599,12310.003,10980.358,11637.299,9586.66,8376.505,7554.012
2513604,50496.271,48859.369,46799.923,42842.104,38023.275,35509.789,35464.438,29112.147,27045.245,21258.32,22250.966,16450.292,15439.919,16530.258,14469.683,11762.425,10241.554
2513653,24281.583,22376.246,20230.843,17717.921,16220.926,13703.711,12553.264,11662.352,9581.002,7257.166,7685.226,6724.812,5729.581,6936.195,5607.955,4476.047,3803.535
2513703,2181072.944,2181513.917,2077897.292,1905402.998,1677504.225,1411518.082,1244882.896,1138663.804,979373.365,832717.05,739378.956,695135.665,716944.428,660937.038,446523.052,476158.48,392765.408
2513802,45937.79,37787.941,34481.196,32300.793,27659.626,27356.41,25195.836,21492.206,19517.134,17030.004,16054.946,13241.474,12273.551,11024.788,9346.494,8282.681,7695.723
2513851,22361.353,21475.368,19685.269,19624.27,17462.947,16015.307,14186.444,11506.239,10512.363,8992.779,8565.151,7073.282,6390.139,5623.63,5180.899,4874.907,4071.713
2513901,388830.338,344959.938,308468.118,257639.532,229526.793,209182.895,201308.798,157447.338,137071.833,114737.1,102987.641,79000.684,77321.763,73078.232,57714.481,52649.873,48901.018
2513927,41409.821,37327.259,32581.268,30197.933,25180.931,24607.409,20183.796,19087.424,16912.28,14761.487,13466.731,10913.895,9071.779,11415.888,8182.936,5721.972,5495.51
2513943,22254.93,20789.852,18629.714,16421.375,14843.537,13397.655,11909.893,11690.479,10579.452,7995.015,8632.309,6890.276,5983.72,5304.794,4540.5,4406.851,3714.04
2513968,25559.398,22990.707,21316.725,18875.289,16281.183,16204.547,14801.717,12858.772,11375.818,9621.021,8288.209,7041.592,6660.526,5882.902,5509.091,5107.774,4493.167
2513984,30221.311,27433.328,26002.846,22814.404,20772.0,18781.653,16985.096,14203.84,11956.778,10182.753,9452.89,8242.33,7190.874,6880.822,5942.943,5229.028,4453.109
2514008,41364.288,38717.742,35782.219,32220.437,28849.811,28343.242,25424.622,21754.8,20466.356,17052.103,16320.094,14185.14,13062.744,12374.766,11015.748,10893.25,8214.44
2514107,30887.558,28038.795,25015.615,22372.431,21773.395,20979.069,19071.228,16913.462,16119.657,12906.889,12379.313,10905.064,9460.386,8393.628,7484.207,7008.371,5470.591
2514206,54978.885,52186.327,48769.428,43383.603,41045.151,37159.585,35063.659,29997.468,25681.27,21558.471,18137.345,15226.779,14231.608,13493.903,11594.676,10378.711,8559.902
2514305,40121.255,38446.292,36849.428,32737.299,29658.231,27589.678,24333.987,22412.912,20649.519,17150.792,16818.925,12642.281,11364.52,11448.361,9479.503,7369.707,6833.527
2514404,61177.126,36890.574,39349.71,32193.525,29911.477,31516.129,27174.194,24646.761,22427.94,19032.624,16820.232,13873.788,12855.014,12156.58,10893.355,9245.07,7884.614
2514453,44393.909,40723.357,38168.891,33881.923,26363.857,23283.981,20795.682,23597.762,21242.302,17367.112,15842.686,12671.919,12350.47,11354.4,9390.765,9354.96,6879.887
2514503,174767.396,181674.542,165820.125,134426.497,122024.166,112636.97,108570.954,80697.658,69427.194,59121.598,50351.446,42117.272,38402.939,36707.053,34120.287,31784.363,24379.473
2514552,27306.393,24531.288,23158.388,21304.668,19366.951,20066.573,18176.388,17827.894,17351.839,12988.668,14992.926,10995.785,10340.132,12390.146,11220.548,11648.069,8017.688
2514602,24310.468,20716.538,19780.877,17444.166,16687.703,15543.107,13606.484,12405.696,11001.786,9753.16,8450.708,7238.978,6484.715,5887.607,5329.048,4956.127,4153.876
2514651,19482.692,17204.8,16035.342,13623.675,13987.09,12740.779,10487.172,8961.026,8427.585,7291.937,6624.258,5840.854,5217.34,4861.489,3872.103,3451.163,2910.161
2514701,41925.538,37437.692,34872.001,30766.874,26684.281,22892.944,21157.561,18302.166,16148.277,13142.593,11716.094,10026.384,8866.122,8164.184,7974.706,6335.884,5332.329
2514800,26534.006,23831.478,21874.833,20160.27,18861.944,18120.019,16499.462,15267.099,14252.372,12299.981,11125.309,9529.006,8146.894,7507.669,7099.276,5925.967,6665.182
2514909,67193.624,61320.432,60136.204,58264.579,49293.942,42714.026,41262.342,34908.636,30326.038,26398.086,23569.891,19726.588,17525.519,16158.54,14443.219,13054.02,11484.95
2515005,57930.682,51818.319,48558.99,44434.735,37759.994,37304.298,31560.89,25033.569,22119.084,19184.258,18419.329,14621.444,14261.069,12565.943,14183.843,16320.988,10795.573
2515104,80041.055,76272.976,69750.683,65281.65,55785.059,52457.331,47435.897,41511.891,37067.555,31789.713,30113.437,25258.426,22541.282,21671.592,18893.398,17477.602,15021.535
2515203,28449.309,25496.005,23328.511,20720.355,17937.334,16845.735,15686.386,15205.189,13277.058,10683.056,9988.608,8894.857,7896.644,7046.428,6622.713,5167.755,5240.74
2515302,554068.903,514699.009,467730.924,401685.852,431248.661,358193.812,269811.575,243206.368,214612.648,179844.186,165394.043,133130.7,122547.406,113136.695,94198.7,81145.755,89986.827
2515401,63094.641,59333.222,56350.576,51589.759,44812.541,40078.603,39042.411,32633.145,28289.024,23756.455,21983.46,17805.104,15628.553,14528.145,26029.19,31740.256,12208.494
2515500,113675.539,110256.45,103128.954,87012.921,79092.345,73092.871,69640.01,62187.535,56641.196,45698.414,43635.652,38317.953,33239.308,32499.234,27911.962,23778.055,21417.42
2515609,29720.791,27197.235,25368.897,22876.439,19843.786,18108.013,15797.718,13874.429,13352.584,10967.252,10086.368,8877.228,8058.57,6996.118,6376.711,6626.345,5613.116
2515708,43370.552,42863.634,39671.257,34833.397,29323.016,29021.154,23321.094,12521.586,11833.45,9219.363,8981.172,7162.563,6722.003,6434.057,5388.873,4355.017,3871.096
2515807,53148.581,50219.153,49767.128,45316.881,40262.42,38506.49,36970.001,34705.484,32221.755,27117.203,27139.385,22312.251,20634.197,18717.104,14881.251,13859.063,12878.781
2515906,54696.728,52415.944,47093.12,56227.254,50017.112,41547.56,42196.362,28795.135,27398.149,26059.458,19639.668,21427.337,19161.88,17679.149,14922.884,15293.947,11427.89
2515930,42364.833,39766.842,36516.934,34141.873,30593.875,27032.529,23942.576,23771.02,20124.063,16049.645,15149.197,13368.506,11500.456,12022.341,8957.637,8566.125,6176.961
2515971,78119.681,70936.142,66499.207,58667.054,49687.758,45028.52,39397.262,33387.527,30907.819,27460.072,24174.459,21008.966,21278.406,19431.778,17940.681,13560.044,14538.472
2516003,255877.991,236332.088,219293.868,188960.334,170630.668,144321.496,128427.413,108670.286,101057.06,90478.521,84803.521,72284.639,67051.33,60887.971,53489.329,48802.713,40909.799
2516102,167757.545,164696.682,143021.633,127616.922,111821.53,97110.257,90156.551,64918.344,52455.785,46897.463,40546.495,34345.609,31323.158,28329.704,30156.088,28823.937,21660.624
2516151,29401.231,26829.811,24919.32,21997.936,20391.938,17692.777,16317.583,12822.234,11588.479,10568.496,9289.16,7567.143,6714.592,6514.468,5601.717,5385.536,5717.719
2516201,1048435.089,974278.927,925559.158,809282.254,739932.272,626322.014,549346.627,527810.038,466983.091,333016.378,285488.733,232783.167,227622.977,195143.612,174873.491,152921.316,144733.801
2516300,160226.077,159782.426,128449.371,118266.721,105637.425,91463.839,83975.738,71979.682,66257.719,58794.63,50666.463,42574.303,37154.578,33347.086,30116.314,31433.621,29818.513
2516409,72495.656,66817.96,63883.834,56380.392,49146.345,45958.749,41183.708,34869.104,32224.667,28484.812,23574.196,20847.517,18387.939,16485.231,15028.974,13064.646,10690.742
2516508,114271.471,110565.548,104347.478,93721.993,84345.818,77229.851,67971.138,60062.955,50232.341,43563.351,37167.69,32951.596,29474.481,26034.602,24255.078,22218.184,19210.575
2516607,108441.943,98677.789,92079.467,80228.703,70644.808,67764.576,62985.853,54817.811,48661.833,40679.741,43419.726,29125.661,28086.573,27788.198,23514.9,18290.896,18063.402
2516706,127956.123,116521.352,113479.334,103794.619,93642.333,84416.485,73316.744,57651.434,51555.975,45549.334,37447.526,31813.063,28186.875,25482.539,23361.288,18890.668,16374.645
2516755,27539.275,25395.545,23845.018,22330.864,21013.914,19650.194,15732.971,12564.05,11050.885,9718.152,8484.623,6509.892,5571.071,5130.143,4984.938,4600.569,3724.201
2516805,73086.999,65731.489,59311.427,54277.489,49191.689,45711.828,42001.638,34425.804,30192.202,25752.63,24160.626,19906.964,18205.445,16279.24,14792.244,13098.594,10886.48
2516904,156633.837,141785.04,134146.063,114231.948,105395.082,91020.702,83298.629,65199.231,57900.618,49681.624,43106.193,37016.706,34026.723,30772.466,28971.896,23895.71,21409.355
2517001,69552.26,66492.576,63156.027,57995.25,53501.923,47125.483,41516.718,39105.836,35871.524,30620.349,27185.82,24190.327,22531.22,20648.185,17689.508,16535.653,15536.209
2517100,27185.828,27336.097,24743.383,22730.828,20408.239,18651.469,16485.698,13334.017,11167.716,9579.716,7544.829,6514.918,6137.768,5424.033,5192.529,4972.669,4062.236
2517209,38306.899,35704.624,32399.003,29529.374,25834.494,23743.339,20802.329,16769.629,15118.495,12723.252,11270.547,9268.226,7916.942,8008.552,7110.393,5835.062,6611.082
2517407,19582.055,18478.553,14826.901,13258.072,12493.811,11488.96,10148.075,9610.713,9179.503,7466.352,7393.669,6376.428,5495.517,5218.964,4269.065,4550.998,3437.527
2600054,1424505.825,1333651.418,1344884.054,1220148.928,1113556.834,946178.976,853291.329,734908.597,677829.627,564335.162,544179.707,500952.661,483345.92,393794.259,326757.839,285822.696,264426.553
2600104,385649.081,365496.779,385724.47,329764.373,278969.976,232806.04,191903.759,181246.549,159068.507,139940.066,126938.21,111826.983,98904.82,93998.957,86871.433,70483.133,60675.325
2600203,150339.569,143591.294,133465.812,123722.742,108331.325,94983.248,82805.479,66155.045,57466.967,50588.781,44384.803,38520.014,32495.8,29022.116,25322.649,22146.722,20631.344
2600302,220689.766,200477.626,195479.142,168244.441,149572.903,130074.09,115742.806,108811.099,94876.929,82492.069,74608.934,65962.249,58428.205,54807.012,46918.065,42549.062,34301.677
2600401,256148.564,221672.644,205770.066,181038.725,208801.594,209774.332,141818.75,127969.561,105538.9,94098.352,89572.443,80856.807,72000.592,63496.905,57055.389,58394.304,48004.236
2600500,313426.609,285979.121,266569.67,242963.251,221537.29,195002.91,168443.558,152853.798,133882.967,116324.977,109590.687,91994.088,83167.279,75393.947,73777.777,58812.987,51057.917
2600609,118970.848,113099.629,104546.531,98855.003,86654.062,79932.878,73735.362,58942.926,51222.881,43273.391,35643.777,31993.484,27872.792,24728.979,21596.187,18446.503,15964.287
2600708,320137.5,267518.817,257731.927,233525.627,212488.517,204927.853,200480.146,161990.972,138747.498,124707.687,124478.934,104029.553,92896.505,83627.894,76401.0,64877.872,56003.352
2600807,139836.576,136069.545,134776.647,117967.717,110692.645,97855.677,88401.079,81558.775,70962.484,62813.392,58659.865,52926.256,46640.36,43180.068,38773.571,34733.716,30139.51
2600906,187137.897,169480.08,163398.79,156829.657,136954.974,135805.168,124547.016,91986.16,78900.513,71322.063,72070.164,62002.684,56629.055,52848.96,48419.0,44034.671,39980.568
2601003,110369.437,96893.593,82436.186,70159.885,62792.18,54666.985,47341.936,41366.36,34537.948,31479.149,28213.163,24857.753,21014.443,20765.877,16982.267,15509.18,12769.363
2601052,128577.446,114879.212,114621.74,96280.524,79701.516,74727.804,67748.4,55225.489,51121.804,48955.634,47858.423,39801.519,34773.218,28905.935,24724.216,20723.633,17804.364
2601102,786673.228,758157.354,778796.801,681296.124,598091.45,486867.505,462790.965,348440.852,313611.451,254398.585,235284.619,197405.287,184146.222,171545.186,154798.082,143515.821,132548.862
2601201,950623.638,803846.104,874041.652,779394.664,683212.235,535104.194,447132.633,361488.343,327534.777,290800.239,259911.935,229070.91,197941.542,176419.219,164360.494,149230.513,129486.295
2601300,93167.031,84735.993,79736.77,69626.171,66787.656,61590.078,55068.766,47297.314,42413.716,37898.683,33406.958,28614.105,25058.988,23646.463,20159.602,17912.78,15810.896
2601409,410872.283,393925.607,392303.219,342398.293,297113.468,251206.796,206233.513,175862.086,149781.726,135807.734,125433.269,110318.747,93108.247,84121.6,79824.257,69941.464,63683.487
2601508,72004.767,62838.858,63268.676,62665.679,57491.116,54720.282,48904.945,38051.518,33190.879,30271.183,28206.933,27097.792,24533.776,22006.179,20403.016,17655.215,15653.393
2601607,188276.464,160155.062,158286.089,140902.355,134682.992,109857.025,99820.047,99327.949,102064.443,78251.418,65902.658,63657.953,58451.396,49043.419,50004.984,49981.989,35570.406
2601706,1567877.601,1318326.772,1315565.33,1265450.618,1056491.849,922231.242,811692.184,677104.769,632040.584,501013.372,397892.783,349073.134,296507.363,264284.212,219571.117,209588.992,190221.803
2601805,71760.371,69398.404,70822.308,59392.753,56135.889,54015.984,46226.896,42943.601,37878.756,33036.002,31396.145,26377.006,21253.137,21002.475,18596.305,16519.541,14941.626
2601904,642755.882,612979.45,588291.321,528408.909,503862.952,437382.75,381017.162,286517.958,265810.203,232162.587,213688.189,180159.062,164321.503,166209.74,155224.376,132142.144,108156.644
2602001,236790.581,230476.414,209576.968,189119.303,170203.53,154265.089,144323.279,136355.69,129053.566,95007.774,86468.444,75321.423,66977.547,58966.592,51681.834,44543.798,40134.38
2602100,476370.991,436581.717,407477.433,336221.65,324774.808,292349.565,249367.406,231668.137,175263.466,152468.609,139864.651,114964.631,101652.742,91730.394,82318.469,72182.168,63314.208
2602209,316200.908,249552.806,244799.36,215890.904,204559.266,181634.131,177434.465,157452.433,134887.385,117725.297,108189.825,90033.374,79133.12,73033.069,75550.97,59161.347,51866.643
2602308,364132.567,319491.714,302961.036,271777.375,259228.943,245938.372,219701.088,184791.075,156630.117,140133.942,139965.698,120369.366,107665.805,102554.089,89083.608,79743.512,66622.75
2602407,133583.248,96423.919,93622.949,80515.728,68969.058,61760.459,51371.397,51036.226,47904.676,43579.744,38313.295,31971.277,27065.878,24885.038,17963.186,15224.62,13801.294
2602506,53110.027,48180.815,45713.017,41257.844,37715.387,33336.712,28450.25,26806.303,24670.533,21836.911,18425.922,15730.958,13658.559,13939.408,11910.092,9683.065,8952.099
2602605,325590.506,298753.314,281941.899,243722.041,224068.668,193404.043,179427.012,163271.439,142126.82,125274.108,115735.206,102330.85,87907.52,79263.933,72967.729,61888.507,52772.942
2602704,94928.646,81549.808,77938.644,69591.88,64084.99,62959.485,61594.083,51706.903,45343.056,40131.961,38200.669,31527.266,28380.645,27461.746,24514.801,22531.534,19811.23
2602803,372893.18,340511.483,318580.629,299322.578,323914.26,252920.54,223749.553,252827.953,206479.143,176851.893,153058.029,123094.602,98378.464,85097.006,74517.159,64541.712,55184.109
2602902,8811690.095,8078056.518,7887874.795,7522345.675,6259391.12,5518100.639,4422989.116,3598052.515,3370386.077,2911007.754,2828678.129,2772504.326,2695466.884,2447331.477,1784158.003,1524602.207,1237679.228
2603009,370504.039,317393.021,368175.407,324359.593,307251.636,220142.784,209180.279,191474.672,149225.666,121687.077,103144.898,109809.187,101890.387,81174.471,74080.224,68664.287,50644.554
2603108,171909.772,163065.639,155524.071,141177.916,122847.372,109825.828,118080.314,81106.393,76585.2,66983.344,60502.211,53965.784,47714.472,43743.649,39415.151,32445.329,25137.763
2603207,244867.506,197093.828,158294.886,142207.9,138718.808,103040.359,93503.143,94517.634,71618.992,69880.136,59160.366,50980.346,45629.949,41773.075,36209.801,31726.637,26069.221
2603306,74950.412,92197.327,86531.869,70080.777,63615.099,55018.241,51404.271,54446.666,43157.266,40270.358,37116.315,32964.028,31451.576,28446.595,23210.828,22900.789,17574.384
2603405,42391.01,36748.131,36980.958,34686.441,34399.838,29332.028,24534.592,23772.22,20414.378,19218.225,17624.262,15319.276,13152.831,11899.681,11009.068,9994.289,10526.936
2603454,1475711.028,1363248.762,1330298.418,1115450.851,1023281.766,894015.047,816856.528,624063.154,552972.441,491970.759,459242.74,422463.772,361763.096,335910.426,321107.741,255801.45,241227.175
2603504,150782.764,139800.48,131189.321,113037.331,107443.086,93420.955,86056.57,72977.412,60605.383,56160.958,49643.633,47116.914,38034.177,37465.151,36941.965,34491.748,27018.275
2603603,193726.074,226246.186,167050.204,178322.397,208298.308,178759.825,153563.3,125340.005,96408.539,76728.831,89545.932,72944.312,63933.674,66886.972,61590.087,47169.795,37621.639
2603702,199123.894,173921.948,174535.154,136097.668,124648.27,114578.705,98519.086,93383.019,84937.925,76496.401,66318.257,60719.061,53120.776,49761.232,44460.458,38921.968,35801.936
2603801,160341.02,150433.166,144707.215,125955.166,118427.864,106762.795,99091.431,83169.08,70612.356,64964.479,56860.578,49129.694,44679.177,38615.302,35398.99,29238.875,25244.443
2603900,141036.546,136363.553,135671.944,115514.79,97515.99,85403.555,75909.141,66280.22,56744.149,51801.282,47589.663,41471.497,35391.658,34748.552,32689.581,24673.304,23088.142
2603926,74011.359,65701.451,66518.33,59614.312,54442.479,53251.166,47154.888,44745.353,38125.801,30603.692,27909.527,23253.822,21773.868,17008.099,15494.71,14220.592,12143.802
2604007,1270916.348,1184604.456,1198805.339,1019101.033,949327.257,772908.93,711552.188,437559.179,383818.051,350575.661,311543.079,309687.739,272301.822,241172.984,228212.626,213982.945,195686.668
2604106,6288212.776,6129054.795,6263040.183,5300773.95,4809622.021,3939282.68,3417378.377,2428599.063,2179742.594,1985473.23,1763106.2,1514123.329,1303405.098,1109863.582,998721.357,871947.046,783507.579
2604155,81172.105,75585.318,74635.738,68748.084,64292.159,68950.82,63527.191,51831.092,45734.68,37497.295,32528.517,29995.056,25916.45,23083.729,21060.094,18309.81,16299.341
2604205,265658.77,254555.196,266166.875,240802.637,206493.278,203994.915,213140.75,146434.044,127533.733,116497.326,112975.867,95902.419,80932.686,77626.435,85012.579,95608.34,70340.243
2604304,79629.204,74943.966,72076.752,66096.878,58239.249,56020.438,40677.637,44356.78,37829.67,31020.319,27740.828,24232.554,22560.452,18891.287,16045.029,14422.745,12471.817
2604403,140285.607,129253.314,82674.763,74628.491,63167.129,62331.979,58386.333,43440.269,38235.191,34488.939,31305.457,26679.727,24751.732,23459.236,22898.117,25789.826,27051.391
2604502,177653.596,165588.912,161506.966,148389.703,130509.793,127946.351,122338.832,94487.532,81478.621,72448.886,64306.835,58304.653,49865.497,43018.775,36959.735,33063.645,29358.198
2604601,205136.999,191825.513,181699.45,166327.256,150451.478,128694.308,116037.005,100646.888,81969.99,71564.237,67232.729,56720.01,49404.079,44294.148,42882.297,38161.554,31603.004
2604700,133367.218,127157.931,111939.841,103763.318,92223.601,86143.639,75904.302,70200.155,65389.591,58738.183,52463.82,46801.129,41450.786,39412.31,34158.874,30358.722,25035.18
2604809,126476.326,104855.417,107718.629,92527.146,103496.835,131226.815,113094.224,83033.116,65467.206,63478.429,64563.148,62867.866,49157.805,45668.317,42102.332,37353.543,29632.741
2604908,99292.602,96413.406,92807.298,86251.508,91735.535,93004.234,86152.361,68108.103,62856.505,52724.567,53822.683,58401.22,49482.731,42983.887,39434.14,35118.658,30710.074
2605004,227316.549,219798.474,213677.456,189583.17,174001.412,145998.463,128803.129,93630.865,79320.462,72147.416,67455.521,59187.508,52656.782,48778.541,42655.414,37652.751,34444.013
2605103,364146.422,339512.605,326659.259,284089.774,276959.881,237342.733,232834.064,162516.76,134886.52,115534.737,100793.811,89065.292,75902.055,68949.092,61633.219,51546.121,46581.59
2605152,197315.159,160687.667,164596.447,149358.451,134831.862,117594.686,94862.648,72881.571,63227.773,51370.387,44574.808,39547.936,34614.069,30819.849,25512.268,22639.282,19214.871
2605202,720079.901,714965.069,749815.671,663159.015,570559.054,464270.098,499040.356,389807.499,285345.366,232956.191,222506.937,201425.173,193812.601,180127.263,159657.957,146904.201,141191.524
2605301,223317.254,209975.733,205477.413,187867.894,160364.065,153230.905,141178.627,124501.783,110768.788,98130.641,92222.316,76453.048,66298.729,64169.56,55319.122,47804.072,43721.9
2605400,167413.407,148819.228,138580.976,128068.241,111879.276,88949.88,80526.828,71576.675,59345.326,53213.417,49434.23,43901.02,36983.359,33989.962,31245.662,27967.456,23740.655
2605459,124323.67,98288.641,94665.363,75858.113,71671.681,66735.268,57330.956,27960.452,23138.821,21528.03,22286.101,22977.842,21664.361,17890.387,16918.944,13954.195,11025.258
2605509,95526.909,90349.085,91044.855,94240.987,79865.991,81390.496,74247.659,55435.62,48613.144,43249.621,37722.435,33215.992,29793.853,29917.35,26727.859,21723.917,20370.424
2605608,144879.988,122100.401,124764.222,108086.637,99309.926,99133.724,83016.108,79759.748,70172.441,59076.053,57555.388,47720.326,38416.935,37545.59,32136.36,26583.799,24507.522
2605707,397291.626,359574.097,368311.518,357062.18,334830.009,288007.958,248290.382,209985.27,174167.701,151421.937,134697.754,120576.25,116105.81,103283.845,85978.705,74985.728,63272.432
2605806,97698.436,91349.291,84320.359,73923.676,68028.719,60496.681,55434.983,53004.55,46449.728,38832.84,34673.547,31100.071,29626.837,23993.463,21060.283,19161.52,16576.682
2605905,238090.157,196206.404,190272.303,167754.103,139909.683,136235.825,114987.643,103286.355,86542.048,77230.859,72468.361,67696.138,55209.656,45433.031,40894.853,36887.164,33820.09
2606002,2094788.478,1988101.378,1865103.61,1798795.015,1582563.711,1366284.784,1201193.473,938701.677,828361.135,738779.224,636174.351,565057.445,493184.345,463522.925,419407.335,382580.079,329056.886
2606101,407614.189,375754.988,368140.262,266069.164,166980.927,130783.695,123207.201,101374.34,88282.657,78410.11,71298.807,65137.423,56261.975,53184.186,46485.933,43073.842,37060.897
2606200,5152498.115,3928984.397,2417853.133,1523592.721,1197160.795,986928.118,901542.023,611275.284,560649.023,456373.099,442715.152,398791.288,375035.42,350184.03,355839.891,311886.755,251683.455
2606309,55859.019,51668.747,47792.432,43319.128,39013.61,35283.47,33837.633,31485.015,27878.45,19652.206,17563.124,14264.18,12356.518,11457.172,10549.364,8575.761,9064.069
